v293r5_design_ship -- shipping candidates x every world x every test

======================================================================================================================================================
WORLD mode (b .0006, J 1e-4) | hold NEED x1.0
  cfg                              v | T1 dist |e| .5 1 2 s, rms  | T2 rise ov rms     | T3 pkpk | T5 rms e, pk rate, dwells, max|e| | T7 t50 t90 ov pk-rate past     | T8 mode-rms bursts max|e|hold ov rms-e damp
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   12 | 0.037 0.036 0.007 0.021    | 1.06 +0.06 0.376  |   0.51  | 0.046    2.7  0 0.081          | 0.60 1.49 +0.23   7.6 +0.73     |  0.57  1 0.257 +0.065 0.610 0.39
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   19 | 0.072 0.062 0.004 0.037    | 0.90 +0.05 0.373  |   0.16  | 0.046    3.6  0 0.100          | 0.67 1.50 +0.42   3.6 +0.59     |  0.35  0 0.146 +0.058 0.558 0.46
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   26 | 0.099 0.066 0.010 0.044    | 0.86 +0.03 0.369  |   0.08  | 0.051    3.6  0 0.106          | 0.70 1.49 +0.52   3.6 +0.47     |  0.27  0 0.120 +0.048 0.534 0.48
  ALT-A rc.01                      6 | 0.017 0.018 0.008 0.011    | 0.93 +0.03 0.366  |   1.08  | 0.039    9.3  1 0.062          | 0.52 0.82 +0.11  32.8 +1.30     |  2.36  2 0.200 +0.058 0.562 0.37
  ALT-A rc.01                      8 | 0.027 0.028 0.011 0.017    | 0.84 +0.04 0.362  |   0.42  | 0.040    5.9  1 0.069          | 0.53 0.85 +0.12  19.7 +0.80     |  1.59  2 0.123 +0.049 0.523 0.37
  ALT-A rc.01                     12 | 0.037 0.036 0.007 0.021    | 1.07 +0.06 0.376  |   0.52  | 0.046    2.7  0 0.081          | 0.60 1.49 +0.23   7.4 +0.73     |  0.56  1 0.260 +0.065 0.610 0.39
  ALT-A rc.01                     19 | 0.073 0.063 0.003 0.037    | 0.91 +0.05 0.373  |   0.16  | 0.046    3.6  0 0.100          | 0.67 1.49 +0.42   3.6 +0.59     |  0.35  0 0.149 +0.060 0.558 0.46
  ALT-A rc.01                     26 | 0.099 0.066 0.012 0.044    | 0.86 +0.03 0.369  |   0.08  | 0.051    3.6  0 0.106          | 0.70 1.49 +0.51   3.6 +0.45     |  0.26  0 0.120 +0.048 0.534 0.48
  ALT-B Kp.85                      6 | 0.017 0.018 0.008 0.011    | 0.93 +0.04 0.367  |   0.95  | 0.039    9.3  1 0.062          | 0.52 0.82 +0.12  33.0 +1.39     |  2.47  2 0.195 +0.068 0.568 0.37
  ALT-B Kp.85                      8 | 0.027 0.029 0.011 0.017    | 0.84 +0.05 0.363  |   0.35  | 0.040    5.9  1 0.069          | 0.53 0.87 +0.13  20.0 +0.87     |  1.66  2 0.144 +0.057 0.530 0.36
  ALT-B Kp.85                     12 | 0.037 0.037 0.008 0.022    | 1.16 +0.07 0.377  |   0.50  | 0.047    2.7  0 0.081          | 0.60 1.51 +0.24   7.4 +0.76     |  0.58  1 0.279 +0.075 0.627 0.40
  ALT-B Kp.85                     19 | 0.073 0.064 0.005 0.038    | 0.94 +0.08 0.375  |   0.17  | 0.047    3.6  0 0.102          | 0.69 1.53 +0.42   3.6 +0.60     |  0.33  0 0.162 +0.065 0.577 0.46
  ALT-B Kp.85                     26 | 0.097 0.058 0.000 0.042    | 0.88 +0.05 0.372  |   0.09  | 0.047    3.6  0 0.109          | 0.72 1.53 +0.53   3.6 +0.47     |  0.28  0 0.125 +0.050 0.552 0.48
  ALT-C Kv6e-4                     6 | 0.018 0.019 0.006 0.011    | 0.92 +0.03 0.369  |   0.97  | 0.039    9.7  1 0.064          | 0.54 0.80 +0.09  32.7 +1.09     |  2.39  2 0.167 +0.059 0.558 0.42
  ALT-C Kv6e-4                     8 | 0.030 0.030 0.007 0.018    | 0.84 +0.04 0.364  |   0.98  | 0.040    6.2  1 0.072          | 0.54 0.83 +0.12  20.0 +0.82     |  1.65  2 0.124 +0.050 0.520 0.42
  ALT-C Kv6e-4                    12 | 0.039 0.037 0.006 0.022    | 1.05 +0.06 0.378  |   0.43  | 0.046    2.8  0 0.082          | 0.61 1.47 +0.24   7.4 +0.76     |  0.54  1 0.254 +0.066 0.614 0.39
  ALT-C Kv6e-4                    19 | 0.074 0.063 0.003 0.037    | 0.90 +0.05 0.374  |   0.15  | 0.046    3.6  0 0.101          | 0.68 1.49 +0.41   3.6 +0.59     |  0.35  0 0.156 +0.063 0.559 0.46
  ALT-C Kv6e-4                    26 | 0.100 0.066 0.013 0.044    | 0.85 +0.03 0.370  |   0.08  | 0.051    3.6  0 0.107          | 0.70 1.48 +0.53   3.6 +0.47     |  0.30  0 0.120 +0.048 0.535 0.46
  SHIP DOB.8                       6 | 0.016 0.016 0.003 0.009    | 0.91 +0.03 0.365  |   0.96  | 0.038    9.6  1 0.061          | 0.52 0.76 +0.08  33.9 +0.99     |  2.46  2 0.156 +0.055 0.549 0.37
  SHIP DOB.8                       8 | 0.027 0.025 0.003 0.015    | 0.83 +0.03 0.362  |   0.55  | 0.038    6.1  1 0.067          | 0.52 0.77 +0.12  20.7 +0.82     |  1.64  2 0.118 +0.047 0.507 0.45
  SHIP DOB.8                      12 | 0.035 0.031 0.002 0.018    | 0.99 +0.06 0.374  |   0.41  | 0.043    3.6  0 0.077          | 0.58 1.20 +0.21   7.9 +0.67     |  0.59  1 0.204 +0.061 0.592 0.39
  SHIP DOB.8                      19 | 0.070 0.048 0.005 0.032    | 0.88 +0.05 0.372  |   0.12  | 0.046    3.6  0 0.095          | 0.65 1.24 +0.37   3.6 +0.53     |  0.40  0 0.170 +0.068 0.533 0.45
  SHIP DOB.8                      26 | 0.092 0.050 0.020 0.038    | 0.84 +0.04 0.368  |   0.06  | 0.047    3.6  0 0.101          | 0.66 1.25 +0.47   3.6 +0.42     |  0.33  0 0.146 +0.059 0.502 0.46

======================================================================================================================================================
WORLD ident, delays x1.5 | hold NEED x1.0
  cfg                              v | T1 dist |e| .5 1 2 s, rms  | T2 rise ov rms     | T3 pkpk | T5 rms e, pk rate, dwells, max|e| | T7 t50 t90 ov pk-rate past     | T8 mode-rms bursts max|e|hold ov rms-e damp
  R4-flown                         6 | 0.026 0.031 0.033 0.028    | 0.82 +0.15 0.378  |   0.84  | 0.040    9.9  1 0.070          | 0.56 0.73 +0.08  36.0 +0.97     |  2.67  2 0.282 +0.113 0.520 0.83
  R4-flown                         8 | 0.042 0.050 0.051 0.044    | 0.78 +0.20 0.378  |   0.83  | 0.046    5.8  0 0.080          | 0.57 0.75 +0.09  21.6 +0.60     |  1.80  2 0.230 +0.092 0.483 0.82
  R4-flown                        12 | 0.053 0.066 0.058 0.048    | 0.85 +0.17 0.391  |   0.20  | 0.049    3.6  0 0.094          | 0.63 1.16 +0.21   7.8 +0.67     |  0.61  2 0.430 +0.172 0.519 0.84
  R4-flown                        19 | 0.093 0.107 0.036 0.061    | 0.79 +0.32 0.400  |   1.00  | 0.050    3.6  0 0.111          | 0.70 1.15 +0.50   3.6 +0.72     |  0.46  0 0.524 +0.209 0.473 0.85
  R4-flown                        26 | 0.122 0.123 0.018 0.068    | 0.77 +0.32 0.394  |   0.45  | 0.053    3.6  0 0.118          | 0.72 1.67 -0.00   2.0 -0.00     |  0.31  0 0.425 +0.170 0.432 0.86
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    6 | 0.019 0.020 0.006 0.012    | 0.80 +0.12 0.370  |   1.24  | 0.033   11.3  1 0.064          | 0.53 0.67 +0.16  39.3 +1.82     |  3.06  2 0.123 +0.049 0.504 0.49
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    8 | 0.034 0.034 0.002 0.020    | 0.76 +0.19 0.371  |   1.54  | 0.033    7.2  1 0.071          | 0.54 0.67 +0.19  24.3 +1.25     |  2.12  2 0.146 +0.058 0.453 0.21
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   12 | 0.042 0.045 0.015 0.026    | 0.84 +0.12 0.378  |   0.26  | 0.040    3.6  0 0.083          | 0.60 0.83 +0.23   8.9 +0.71     |  0.68  2 0.149 +0.060 0.534 0.03
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   19 | 0.086 0.075 0.007 0.048    | 0.80 +0.19 0.382  |   0.57  | 0.044    3.6  0 0.102          | 0.66 0.93 +0.46   3.8 +0.65     |  0.42  0 0.241 +0.096 0.462 0.05
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   26 | 0.116 0.083 0.030 0.055    | 0.77 +0.22 0.381  |   0.05  | 0.046    3.6  0 0.109          | 0.68 0.96 +0.59   3.6 +0.52     |  0.34  0 0.252 +0.101 0.444 0.07
  ALT-A rc.01                      6 | 0.019 0.020 0.006 0.012    | 0.80 +0.12 0.370  |   1.22  | 0.033   11.2  1 0.064          | 0.53 0.68 +0.16  38.3 +1.85     |  2.88  2 0.124 +0.050 0.505 0.49
  ALT-A rc.01                      8 | 0.032 0.033 0.004 0.020    | 0.77 +0.19 0.371  |   1.53  | 0.033    7.2  1 0.071          | 0.54 0.68 +0.19  23.5 +1.26     |  1.94  2 0.147 +0.059 0.453 0.21
  ALT-A rc.01                     12 | 0.042 0.045 0.015 0.025    | 0.84 +0.11 0.378  |   0.45  | 0.040    3.6  0 0.082          | 0.60 0.84 +0.23   8.7 +0.72     |  0.65  1 0.149 +0.060 0.535 0.03
  ALT-A rc.01                     19 | 0.086 0.075 0.006 0.048    | 0.80 +0.19 0.382  |   0.57  | 0.044    3.6  0 0.102          | 0.66 0.93 +0.46   3.7 +0.65     |  0.42  0 0.238 +0.095 0.462 0.06
  ALT-A rc.01                     26 | 0.112 0.078 0.032 0.053    | 0.77 +0.22 0.381  |   0.05  | 0.046    3.6  0 0.109          | 0.68 0.97 +0.59   3.6 +0.53     |  0.35  0 0.247 +0.099 0.446 0.08
  ALT-B Kp.85                      6 | 0.019 0.020 0.006 0.012    | 0.80 +0.12 0.370  |   1.32  | 0.032   11.3  1 0.064          | 0.53 0.67 +0.15  39.2 +1.80     |  3.05  2 0.136 +0.054 0.509 0.50
  ALT-B Kp.85                      8 | 0.034 0.034 0.003 0.021    | 0.77 +0.19 0.372  |   1.63  | 0.033    7.2  1 0.072          | 0.54 0.68 +0.19  24.1 +1.26     |  2.06  2 0.151 +0.060 0.458 0.22
  ALT-B Kp.85                     12 | 0.043 0.046 0.015 0.026    | 0.84 +0.11 0.379  |   0.21  | 0.040    3.6  0 0.083          | 0.60 0.85 +0.24   8.8 +0.75     |  0.68  1 0.164 +0.066 0.549 0.03
  ALT-B Kp.85                     19 | 0.085 0.079 0.007 0.050    | 0.81 +0.17 0.383  |   0.63  | 0.046    3.6  0 0.104          | 0.67 1.00 +0.48   3.6 +0.68     |  0.43  0 0.243 +0.097 0.475 0.06
  ALT-B Kp.85                     26 | 0.116 0.085 0.028 0.055    | 0.78 +0.20 0.382  |   0.07  | 0.048    3.6  0 0.112          | 0.70 1.11 +0.62   3.6 +0.55     |  0.35  0 0.255 +0.102 0.455 0.08
  ALT-C Kv6e-4                     6 | 0.022 0.022 0.002 0.014    | 0.80 +0.15 0.375  |   1.52  | 0.033   11.9  1 0.066          | 0.55 0.69 +0.19  38.7 +2.18     |  2.76  2 0.164 +0.066 0.497 0.30
  ALT-C Kv6e-4                     8 | 0.037 0.035 0.001 0.021    | 0.77 +0.23 0.376  |   1.72  | 0.033    7.7  1 0.074          | 0.55 0.69 +0.22  23.9 +1.45     |  2.00  2 0.180 +0.072 0.449 0.13
  ALT-C Kv6e-4                    12 | 0.045 0.046 0.011 0.027    | 0.84 +0.13 0.381  |   0.88  | 0.040    3.6  0 0.084          | 0.61 0.83 +0.23   8.7 +0.73     |  0.64  2 0.158 +0.063 0.535 0.05
  ALT-C Kv6e-4                    19 | 0.089 0.075 0.001 0.050    | 0.80 +0.20 0.383  |   0.60  | 0.045    3.6  0 0.103          | 0.67 0.92 +0.43   3.7 +0.62     |  0.41  0 0.245 +0.098 0.462 0.05
  ALT-C Kv6e-4                    26 | 0.117 0.082 0.033 0.055    | 0.77 +0.23 0.382  |   0.05  | 0.046    3.6  0 0.110          | 0.69 0.95 +0.59   3.6 +0.53     |  0.31  0 0.255 +0.102 0.433 0.07
  SHIP DOB.8                       6 | 0.020 0.018 0.001 0.012    | 0.79 +0.12 0.369  |   0.98  | 0.032   11.4  1 0.063          | 0.53 0.66 +0.17  40.6 +1.97     |  3.22  2 0.116 +0.046 0.501 0.46
  SHIP DOB.8                       8 | 0.033 0.029 0.003 0.019    | 0.76 +0.19 0.370  |   1.28  | 0.032    7.4  1 0.070          | 0.53 0.66 +0.20  25.3 +1.35     |  2.22  2 0.140 +0.056 0.450 0.18
  SHIP DOB.8                      12 | 0.041 0.036 0.005 0.023    | 0.83 +0.12 0.377  |   0.22  | 0.038    3.6  0 0.080          | 0.59 0.78 +0.22   9.4 +0.70     |  0.70  2 0.139 +0.056 0.527 0.03
  SHIP DOB.8                      19 | 0.082 0.060 0.008 0.043    | 0.79 +0.20 0.381  |   0.44  | 0.041    3.6  0 0.098          | 0.64 0.84 +0.41   4.1 +0.58     |  0.43  0 0.230 +0.092 0.455 0.04
  SHIP DOB.8                      26 | 0.110 0.064 0.012 0.052    | 0.76 +0.23 0.380  |   0.18  | 0.043    3.6  0 0.104          | 0.66 0.84 +0.53   3.6 +0.47     |  0.33  0 0.248 +0.099 0.427 0.05

======================================================================================================================================================
WORLD ident, delays x1.5 | hold NEED x1.5
  cfg                              v | T1 dist |e| .5 1 2 s, rms  | T2 rise ov rms     | T3 pkpk | T5 rms e, pk rate, dwells, max|e| | T7 t50 t90 ov pk-rate past     | T8 mode-rms bursts max|e|hold ov rms-e damp
  R4-flown                         6 | 0.022 0.026 0.027 0.024    | 0.96 -0.02 0.388  |   1.85  | 0.075    8.0  1 0.097          | 0.57 1.92 -0.03  32.3 -0.33     |  2.94  2 0.363 -0.010 0.565 0.72
  R4-flown                         8 | 0.035 0.042 0.041 0.035    | 0.87 -0.03 0.387  |   1.03  | 0.081    4.6  0 0.101          | 0.58 2.51 -0.03  19.4 -0.18     |  1.94  2 0.353 -0.035 0.547 0.65
  R4-flown                        12 | 0.044 0.056 0.043 0.039    | 1.05 +0.01 0.388  |   0.94  | 0.071    2.3  0 0.096          | 0.66 1.72 +0.05   7.1 +0.15     |  0.60  1 0.311 +0.056 0.594 0.59
  R4-flown                        19 | 0.080 0.089 0.034 0.051    | 0.87 +0.06 0.381  |   0.60  | 0.058    3.6  0 0.111          | 0.73 2.05 -0.00   3.0 -0.00     |  0.36  0 0.236 +0.094 0.483 0.68
  R4-flown                        26 | 0.106 0.094 0.023 0.055    | 0.84 +0.06 0.378  |   0.01  | 0.061    3.6  0 0.119          | 0.76 2.16 -0.00   1.8 -0.00     |  0.31  0 0.124 +0.049 0.492 0.66
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    6 | 0.018 0.019 0.007 0.011    | 0.89 +0.03 0.372  |   1.05  | 0.040    9.7  1 0.064          | 0.54 0.77 +0.09  35.4 +1.01     |  3.03  2 0.165 +0.056 0.566 0.36
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    8 | 0.031 0.030 0.007 0.018    | 0.82 +0.03 0.369  |   0.40  | 0.040    6.1  1 0.072          | 0.55 0.82 +0.12  21.8 +0.81     |  2.00  2 0.118 +0.047 0.527 0.41
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   12 | 0.038 0.038 0.006 0.022    | 0.98 +0.06 0.382  |   0.48  | 0.047    2.8  0 0.083          | 0.61 1.47 +0.24   8.1 +0.74     |  0.64  1 0.224 +0.063 0.615 0.37
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   19 | 0.073 0.064 0.002 0.038    | 0.88 +0.03 0.380  |   0.14  | 0.051    3.6  0 0.103          | 0.69 1.49 +0.42   3.6 +0.60     |  0.40  0 0.175 +0.070 0.552 0.45
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   26 | 0.100 0.068 0.015 0.045    | 0.84 +0.03 0.377  |   0.08  | 0.052    3.6  0 0.109          | 0.71 1.48 +0.53   3.6 +0.47     |  0.35  0 0.144 +0.057 0.528 0.46
  ALT-A rc.01                      6 | 0.017 0.018 0.008 0.011    | 0.90 +0.03 0.372  |   1.05  | 0.040    9.6  1 0.064          | 0.54 0.79 +0.08  34.6 +0.99     |  2.82  2 0.170 +0.056 0.566 0.36
  ALT-A rc.01                      8 | 0.030 0.029 0.009 0.017    | 0.83 +0.03 0.369  |   0.40  | 0.040    6.1  1 0.072          | 0.55 0.82 +0.12  21.1 +0.82     |  1.87  2 0.118 +0.047 0.527 0.43
  ALT-A rc.01                     12 | 0.038 0.038 0.007 0.022    | 0.98 +0.06 0.381  |   0.48  | 0.047    2.8  0 0.083          | 0.61 1.47 +0.24   7.9 +0.75     |  0.61  1 0.227 +0.064 0.616 0.37
  ALT-A rc.01                     19 | 0.073 0.064 0.002 0.038    | 0.89 +0.04 0.380  |   0.14  | 0.051    3.6  0 0.102          | 0.69 1.49 +0.42   3.6 +0.60     |  0.41  0 0.176 +0.070 0.552 0.45
  ALT-A rc.01                     26 | 0.101 0.070 0.016 0.045    | 0.85 +0.03 0.377  |   0.08  | 0.052    3.6  0 0.109          | 0.71 1.48 +0.53   3.6 +0.47     |  0.34  0 0.144 +0.057 0.528 0.46
  ALT-B Kp.85                      6 | 0.018 0.019 0.006 0.011    | 0.89 +0.04 0.373  |   0.92  | 0.040    9.7  1 0.064          | 0.54 0.78 +0.10  35.3 +1.12     |  2.91  2 0.165 +0.066 0.572 0.35
  ALT-B Kp.85                      8 | 0.031 0.030 0.007 0.018    | 0.83 +0.04 0.370  |   0.34  | 0.040    6.1  1 0.072          | 0.55 0.84 +0.12  21.6 +0.84     |  2.00  2 0.140 +0.056 0.535 0.39
  ALT-B Kp.85                     12 | 0.038 0.039 0.007 0.022    | 1.00 +0.07 0.383  |   0.47  | 0.047    2.8  0 0.084          | 0.62 1.49 +0.25   7.9 +0.77     |  0.63  1 0.246 +0.074 0.632 0.37
  ALT-B Kp.85                     19 | 0.074 0.067 0.003 0.039    | 0.91 +0.05 0.382  |   0.15  | 0.052    3.6  0 0.105          | 0.70 1.52 +0.44   3.6 +0.63     |  0.37  0 0.171 +0.068 0.584 0.45
  ALT-B Kp.85                     26 | 0.099 0.073 0.005 0.047    | 0.87 +0.04 0.379  |   0.09  | 0.053    3.6  0 0.112          | 0.74 1.52 +0.55   3.6 +0.49     |  0.33  0 0.163 +0.065 0.545 0.45
  ALT-C Kv6e-4                     6 | 0.020 0.019 0.005 0.012    | 0.89 +0.03 0.375  |   0.93  | 0.040   10.0  1 0.067          | 0.56 0.77 +0.09  34.8 +1.05     |  2.65  2 0.147 +0.059 0.559 0.41
  ALT-C Kv6e-4                     8 | 0.032 0.031 0.006 0.018    | 0.83 +0.03 0.372  |   1.05  | 0.041    6.4  1 0.074          | 0.56 0.78 +0.13  21.4 +0.84     |  1.71  2 0.133 +0.053 0.517 0.45
  ALT-C Kv6e-4                    12 | 0.040 0.040 0.007 0.023    | 0.97 +0.06 0.384  |   0.41  | 0.047    2.9  0 0.085          | 0.63 1.44 +0.25   7.8 +0.79     |  0.61  1 0.220 +0.065 0.619 0.39
  ALT-C Kv6e-4                    19 | 0.076 0.065 0.002 0.039    | 0.88 +0.03 0.381  |   0.13  | 0.051    3.6  0 0.104          | 0.70 1.48 +0.43   3.6 +0.61     |  0.39  0 0.177 +0.071 0.553 0.46
  ALT-C Kv6e-4                    26 | 0.101 0.070 0.016 0.045    | 0.84 +0.03 0.378  |   0.08  | 0.052    3.6  0 0.110          | 0.72 1.48 +0.53   3.6 +0.48     |  0.34  0 0.145 +0.058 0.529 0.46
  SHIP DOB.8                       6 | 0.018 0.017 0.002 0.010    | 0.87 +0.03 0.371  |   0.92  | 0.038    9.9  1 0.063          | 0.54 0.72 +0.09  36.6 +1.01     |  3.00  2 0.134 +0.054 0.552 0.38
  SHIP DOB.8                       8 | 0.030 0.026 0.001 0.016    | 0.81 +0.04 0.368  |   0.78  | 0.038    6.3  1 0.070          | 0.54 0.73 +0.12  22.7 +0.81     |  1.86  2 0.119 +0.048 0.506 0.43
  SHIP DOB.8                      12 | 0.038 0.032 0.001 0.019    | 0.94 +0.06 0.380  |   0.39  | 0.044    3.6  0 0.080          | 0.60 1.03 +0.22   8.5 +0.70     |  0.65  1 0.172 +0.059 0.596 0.39
  SHIP DOB.8                      19 | 0.071 0.051 0.013 0.034    | 0.86 +0.04 0.379  |   0.12  | 0.047    3.6  0 0.098          | 0.66 1.13 +0.39   3.7 +0.55     |  0.44  0 0.170 +0.068 0.532 0.48
  SHIP DOB.8                      26 | 0.099 0.046 0.020 0.040    | 0.83 +0.05 0.376  |   0.06  | 0.047    3.6  0 0.104          | 0.68 1.21 +0.50   3.6 +0.45     |  0.35  0 0.154 +0.062 0.509 0.47

======================================================================================================================================================
WORLD mode, delays x1.5 | hold NEED x1.0
  cfg                              v | T1 dist |e| .5 1 2 s, rms  | T2 rise ov rms     | T3 pkpk | T5 rms e, pk rate, dwells, max|e| | T7 t50 t90 ov pk-rate past     | T8 mode-rms bursts max|e|hold ov rms-e damp
  R4-flown                         6 | 0.038 0.039 0.035 0.032    | 0.67 +0.45 0.377  |   2.18  | 0.034   12.9  1 0.066          | 0.49 0.57 +0.40  61.1 +4.70     |  6.38  4 0.304 +0.122 0.348 0.82
  R4-flown                         8 | 0.062 0.062 0.054 0.049    | 0.66 +0.55 0.386  |   1.37  | 0.040    7.7  1 0.077          | 0.51 0.59 +0.34  37.1 +2.31     |  4.72  2 0.255 +0.102 0.327 0.72
  R4-flown                        12 | 0.100 0.087 0.046 0.057    | 0.62 +0.69 0.393  |   0.78  | 0.041    4.6  0 0.087          | 0.52 0.58 +0.38  21.2 +1.18     |  3.65  3 0.290 +0.116 0.325 0.72
  R4-flown                        19 | 0.182 0.077 0.007 0.076    | 0.60 +0.69 0.395  |   0.61  | 0.045    3.5  0 0.108          | 0.57 0.63 +0.39   9.9 +0.56     |  2.91  1 0.299 +0.120 0.338 0.73
  R4-flown                        26 | 0.229 0.058 0.006 0.086    | 0.59 +0.59 0.375  |   0.09  | 0.050    3.6  0 0.116          | 0.58 0.64 +0.51   6.5 +0.45     |  2.62  0 0.184 +0.074 0.300 0.54
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    6 | 0.031 0.022 0.000 0.015    | 0.67 +0.24 0.353  |   0.96  | 0.031   15.4  1 0.061          | 0.48 0.55 +0.35  62.8 +4.12     |  9.71  2 0.065 +0.022 0.440 0.71
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6    8 | 0.050 0.027 0.006 0.024    | 0.65 +0.34 0.356  |   0.48  | 0.031   10.0  1 0.070          | 0.49 0.56 +0.37  39.8 +2.45     |  7.24  2 0.031 +0.005 0.401 0.58
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   12 | 0.080 0.021 0.009 0.032    | 0.63 +0.29 0.352  |   0.91  | 0.037    6.0  1 0.079          | 0.50 0.56 +0.40  22.9 +1.25     |  5.79  3 0.156 +0.023 0.438 0.76
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   19 | 0.150 0.005 0.012 0.055    | 0.61 +0.34 0.356  |   0.33  | 0.036    4.0  0 0.100          | 0.55 0.61 +0.40  11.0 +0.57     |  4.43  1 0.047 +0.019 0.395 0.78
  SHIP Kp1.0 Kv1e-3 rc.03 DOB.6   26 | 0.144 0.005 0.009 0.066    | 0.59 +0.32 0.351  |   0.34  | 0.035    3.4  0 0.108          | 0.57 0.62 +0.40   7.3 +0.36     |  3.70  0 0.243 +0.099 0.383 0.63
  ALT-A rc.01                      6 | 0.029 0.024 0.000 0.014    | 0.67 +0.23 0.353  |   0.53  | 0.031   14.2  1 0.061          | 0.47 0.56 +0.30  59.2 +3.50     |  7.71  2 0.067 +0.023 0.440 0.74
  ALT-A rc.01                      8 | 0.048 0.032 0.001 0.022    | 0.66 +0.33 0.356  |   0.73  | 0.031    9.3  1 0.069          | 0.49 0.56 +0.30  37.6 +2.03     |  5.57  2 0.026 +0.003 0.400 0.58
  ALT-A rc.01                     12 | 0.076 0.031 0.000 0.033    | 0.63 +0.29 0.352  |   0.48  | 0.037    5.7  1 0.079          | 0.50 0.56 +0.32  21.8 +1.02     |  3.95  3 0.161 +0.023 0.438 0.82
  ALT-A rc.01                     19 | 0.145 0.014 0.025 0.055    | 0.61 +0.33 0.356  |   0.23  | 0.036    3.8  0 0.100          | 0.55 0.61 +0.36  10.8 +0.51     |  3.78  0 0.075 +0.030 0.396 0.82
  ALT-A rc.01                     26 | 0.154 0.000 0.009 0.067    | 0.59 +0.31 0.351  |   0.27  | 0.035    3.3  0 0.108          | 0.57 0.62 +0.41   7.2 +0.36     |  3.79  0 0.211 +0.086 0.383 0.69
  ALT-B Kp.85                      6 | 0.031 0.021 0.001 0.015    | 0.67 +0.24 0.353  |   0.87  | 0.031   15.3  1 0.062          | 0.48 0.55 +0.35  62.6 +4.10     |  9.62  2 0.070 +0.028 0.444 0.71
  ALT-B Kp.85                      8 | 0.050 0.030 0.006 0.024    | 0.65 +0.34 0.357  |   0.56  | 0.031    9.9  1 0.070          | 0.49 0.56 +0.36  39.6 +2.41     |  7.17  2 0.023 +0.008 0.405 0.57
  ALT-B Kp.85                     12 | 0.079 0.026 0.011 0.033    | 0.63 +0.29 0.352  |   0.78  | 0.037    5.9  1 0.080          | 0.50 0.56 +0.38  22.6 +1.20     |  5.54  3 0.164 +0.022 0.446 0.80
  ALT-B Kp.85                     19 | 0.149 0.020 0.020 0.057    | 0.61 +0.34 0.357  |   0.22  | 0.037    3.9  0 0.102          | 0.56 0.61 +0.33  10.6 +0.47     |  4.37  1 0.062 +0.025 0.405 0.80
  ALT-B Kp.85                     26 | 0.151 0.015 0.017 0.068    | 0.59 +0.32 0.352  |   0.19  | 0.037    3.3  0 0.110          | 0.58 0.63 +0.40   6.8 +0.35     |  3.88  0 0.196 +0.080 0.389 0.67
  ALT-C Kv6e-4                     6 | 0.034 0.019 0.001 0.015    | 0.67 +0.34 0.362  |   0.68  | 0.031   16.4  1 0.064          | 0.49 0.57 +0.44  64.7 +5.19     |  7.91  3 0.081 +0.024 0.436 0.70
  ALT-C Kv6e-4                     8 | 0.056 0.023 0.003 0.024    | 0.65 +0.45 0.368  |   0.77  | 0.031   10.9  1 0.072          | 0.50 0.57 +0.45  40.5 +3.04     |  5.57  2 0.056 +0.022 0.402 0.57
  ALT-C Kv6e-4                    12 | 0.085 0.016 0.009 0.033    | 0.62 +0.39 0.367  |   0.96  | 0.037    6.4  1 0.081          | 0.51 0.57 +0.47  23.0 +1.47     |  5.22  4 0.217 +0.026 0.442 0.81
  ALT-C Kv6e-4                    19 | 0.148 0.003 0.017 0.055    | 0.61 +0.41 0.370  |   0.70  | 0.035    4.1  0 0.101          | 0.56 0.61 +0.41  10.8 +0.59     |  4.06  2 0.146 +0.020 0.397 0.75
  ALT-C Kv6e-4                    26 | 0.128 0.000 0.008 0.066    | 0.59 +0.36 0.358  |   1.75  | 0.036    3.2  0 0.108          | 0.57 0.62 +0.48   7.2 +0.43     |  3.37  0 0.274 +0.110 0.378 0.63
  SHIP DOB.8                       6 | 0.029 0.011 0.002 0.013    | 0.67 +0.20 0.351  |   0.81  | 0.031   16.6  1 0.061          | 0.47 0.55 +0.36  64.4 +4.27     | 13.09  2 0.081 +0.028 0.451 0.73
  SHIP DOB.8                       8 | 0.048 0.011 0.009 0.021    | 0.65 +0.30 0.352  |   0.85  | 0.031   11.0  1 0.068          | 0.49 0.56 +0.40  41.3 +2.69     |  9.33  2 0.035 +0.014 0.409 0.65
