cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
R40_5-8,rate_peak_ratio,5,T5-V282pool,1.5364,0.8699,4,1,12,6,0.6666,-0.0205,1.0349,0.7339,0.9083,False,True
R40_5-8,rate_peak_ratio,5,T4-V282,0.9207,0.8892,8,1,5,3,0.0315,-0.1238,0.3164,0.3142,0.1001,False,False
R40_5-8,rate_peak_ratio,5,T4-V282old,0.9207,0.8495,8,1,7,3,0.0712,-0.0866,0.3211,0.2892,0.2461,False,False
R40_5-8,rate_peak_ratio,5,T4-V282pool,0.9207,0.8699,8,1,12,6,0.0508,-0.0984,0.3003,0.2803,0.1812,False,True
R40_5-8,rate_peak_ratio,5,V282old-V282,0.8495,0.8892,7,3,5,3,-0.0397,-0.1365,0.2207,0.1992,0.1993,False,False
R40_5-8,rate_overrun,5,T64-V282,0.0547,0.0017,7,2,5,3,0.053,-0.0982,0.3772,0.2919,0.1814,False,False
R40_5-8,rate_overrun,5,T64-V282old,0.0547,0.0521,7,2,7,3,0.0026,-0.083,0.3536,0.2939,0.0089,False,False
R40_5-8,rate_overrun,5,T64-V282pool,0.0547,0.0394,7,2,12,6,0.0153,-0.0522,0.3654,0.2835,0.0538,False,True
R40_5-8,rate_overrun,5,T64B-V282,0.1428,0.0017,5,1,5,3,0.141,-0.0101,0.2727,0.169,0.8346,False,False
R40_5-8,rate_overrun,5,T64B-V282old,0.1428,0.0521,5,1,7,3,0.0907,-0.067,0.2224,0.181,0.501,False,False
R40_5-8,rate_overrun,5,T64B-V282pool,0.1428,0.0394,5,1,12,6,0.1034,-0.0051,0.238,0.1586,0.6516,False,True
R40_5-8,rate_overrun,5,T5-V282,0.2715,0.0017,3,1,5,3,0.2698,0.1186,0.9897,0.9375,0.2877,True,False
R40_5-8,rate_overrun,5,T5-V282old,0.2715,0.0521,3,1,7,3,0.2194,0.0531,0.955,0.9431,0.2326,True,False
R40_5-8,rate_overrun,5,T5-V282pool,0.2715,0.0394,3,1,12,6,0.2321,0.1099,0.9809,0.9406,0.2467,True,True
R40_5-8,rate_overrun,5,T4-V282,0.1128,0.0017,8,1,5,3,0.1111,-0.04,0.2872,0.2764,0.4019,False,False
R40_5-8,rate_overrun,5,T4-V282old,0.1128,0.0521,8,1,7,3,0.0607,-0.0941,0.247,0.2781,0.2184,False,False
R40_5-8,rate_overrun,5,T4-V282pool,0.1128,0.0394,8,1,12,6,0.0734,-0.0526,0.2573,0.2613,0.2809,False,True
R40_5-8,rate_overrun,5,V282old-V282,0.0521,0.0017,7,3,5,3,0.0503,-0.1008,0.1216,0.1508,0.3338,False,False
R40_5-8,rate_rough,5,T64-V282,0.1489,0.0279,7,2,5,3,0.121,0.0448,0.2571,0.1644,0.7363,True,False
R40_5-8,rate_rough,5,T64-V282old,0.1489,0.0448,7,2,7,3,0.1041,0.024,0.2383,0.1624,0.6412,True,False
R40_5-8,rate_rough,5,T64-V282pool,0.1489,0.0411,7,2,12,6,0.1078,0.0292,0.2496,0.1614,0.668,True,True
R40_5-8,rate_rough,5,T64B-V282,0.1628,0.0279,6,1,5,3,0.1349,0.0796,0.1803,0.0765,1.7647,True,False
R40_5-8,rate_rough,5,T64B-V282old,0.1628,0.0448,6,1,7,3,0.118,0.0609,0.1636,0.075,1.5739,True,False
R40_5-8,rate_rough,5,T64B-V282pool,0.1628,0.0411,6,1,12,6,0.1217,0.0673,0.1721,0.075,1.6238,True,True
R40_5-8,rate_rough,5,T5-V282,0.2284,0.0279,4,1,5,3,0.2005,0.1046,0.5016,0.2984,0.672,True,False
R40_5-8,rate_rough,5,T5-V282old,0.2284,0.0448,4,1,7,3,0.1836,0.0877,0.4849,0.2991,0.614,True,False
R40_5-8,rate_rough,5,T5-V282pool,0.2284,0.0411,4,1,12,6,0.1873,0.0982,0.4884,0.2985,0.6276,True,True
R40_5-8,rate_rough,5,T4-V282,0.1529,0.0279,8,1,5,3,0.125,0.0662,0.2176,0.1018,1.2281,True,False
R40_5-8,rate_rough,5,T4-V282old,0.1529,0.0448,8,1,7,3,0.1081,0.0477,0.2007,0.1006,1.0744,True,False
R40_5-8,rate_rough,5,T4-V282pool,0.1529,0.0411,8,1,12,6,0.1118,0.0625,0.2122,0.1026,1.0892,True,True
R40_5-8,rate_rough,5,V282old-V282,0.0448,0.0279,7,3,5,3,0.0169,-0.0308,0.0312,0.0346,0.4881,False,False
R40_5-8,rate_travel_ratio,5,T64-V282old,0.8267,0.9366,6,2,6,3,-0.1098,-0.1935,0.0241,0.1478,0.7431,False,False
R40_5-8,rate_travel_ratio,5,T64-V282pool,0.8267,0.95,6,2,8,5,-0.1233,-0.1653,0.0022,0.1375,0.8966,False,True
R40_5-8,rate_travel_ratio,5,T64B-V282old,0.8237,0.9366,5,1,6,3,-0.1129,-0.2317,-0.0456,0.1255,0.8993,True,False
R40_5-8,rate_travel_ratio,5,T64B-V282pool,0.8237,0.95,5,1,8,5,-0.1263,-0.2317,-0.0518,0.1117,1.131,True,True
R40_5-8,rate_travel_ratio,5,T5-V282old,0.9061,0.9366,4,1,6,3,-0.0304,-0.1912,0.2136,0.3282,0.0927,False,False
R40_5-8,rate_travel_ratio,5,T5-V282pool,0.9061,0.95,4,1,8,5,-0.0438,-0.1797,0.2134,0.322,0.1362,False,True
R40_5-8,rate_travel_ratio,5,T4-V282old,0.7541,0.9366,8,1,6,3,-0.1825,-0.2518,-0.0614,0.1241,1.4705,True,False
R40_5-8,rate_travel_ratio,5,T4-V282pool,0.7541,0.95,8,1,8,5,-0.1959,-0.2344,-0.0705,0.1143,1.7141,True,True
R40_5-8,rate_conc,5,T64-V282,0.2156,0.1781,7,2,5,3,0.0375,-0.0149,0.058,0.0575,0.6515,False,False
R40_5-8,rate_conc,5,T64-V282old,0.2156,0.2001,7,2,7,3,0.0154,-0.0195,0.0545,0.0514,0.3002,False,False
R40_5-8,rate_conc,5,T64-V282pool,0.2156,0.1973,7,2,12,6,0.0183,-0.0124,0.0545,0.0489,0.3742,False,True
R40_5-8,rate_conc,5,T64B-V282,0.1817,0.1781,6,1,5,3,0.0036,-0.0283,0.0937,0.0925,0.0392,False,False
R40_5-8,rate_conc,5,T64B-V282old,0.1817,0.2001,6,1,7,3,-0.0184,-0.0334,0.0784,0.0876,0.2102,False,False
R40_5-8,rate_conc,5,T64B-V282pool,0.1817,0.1973,6,1,12,6,-0.0156,-0.0282,0.0853,0.0882,0.1765,False,True
R40_5-8,rate_conc,5,T5-V282,0.2212,0.1781,4,1,5,3,0.0431,-0.0027,0.0868,0.0685,0.6293,False,False
R40_5-8,rate_conc,5,T5-V282old,0.2212,0.2001,4,1,7,3,0.0211,-0.0103,0.0776,0.0625,0.3376,False,False
R40_5-8,rate_conc,5,T5-V282pool,0.2212,0.1973,4,1,12,6,0.0239,-0.0075,0.0794,0.0607,0.3947,False,True
R40_5-8,rate_conc,5,T4-V282,0.1981,0.1781,8,1,5,3,0.02,-0.0119,0.0556,0.0583,0.3426,False,False
R40_5-8,rate_conc,5,T4-V282old,0.1981,0.2001,8,1,7,3,-0.0021,-0.0166,0.0521,0.0532,0.039,False,False
R40_5-8,rate_conc,5,T4-V282pool,0.1981,0.1973,8,1,12,6,0.0008,-0.0127,0.0521,0.0499,0.0155,False,True
R40_5-8,rate_conc,5,V282old-V282,0.2001,0.1781,7,3,5,3,0.022,-0.0406,0.0457,0.0661,0.3336,False,False
R40_5-8,rate_hf_per_peak,5,T64-V282,0.1489,0.0428,7,2,5,3,0.1061,0.0016,0.1891,0.1366,0.7766,True,False
R40_5-8,rate_hf_per_peak,5,T64-V282old,0.1489,0.0348,7,2,7,3,0.114,0.0175,0.181,0.1324,0.861,True,False
R40_5-8,rate_hf_per_peak,5,T64-V282pool,0.1489,0.0349,7,2,12,6,0.114,0.0103,0.1834,0.1315,0.8668,True,True
R40_5-8,rate_hf_per_peak,5,T64B-V282,0.1469,0.0428,6,1,5,3,0.1041,0.0386,0.1628,0.0869,1.1984,True,False
R40_5-8,rate_hf_per_peak,5,T64B-V282old,0.1469,0.0348,6,1,7,3,0.1121,0.0466,0.1707,0.0808,1.3875,True,False
R40_5-8,rate_hf_per_peak,5,T64B-V282pool,0.1469,0.0349,6,1,12,6,0.112,0.0473,0.1706,0.0813,1.3773,True,True
R40_5-8,rate_hf_per_peak,5,T5-V282,0.1677,0.0428,4,1,5,3,0.125,0.0596,0.3101,0.185,0.6753,True,False
R40_5-8,rate_hf_per_peak,5,T5-V282old,0.1677,0.0348,4,1,7,3,0.1329,0.0761,0.318,0.1812,0.7336,True,False
R40_5-8,rate_hf_per_peak,5,T5-V282pool,0.1677,0.0349,4,1,12,6,0.1328,0.0754,0.3188,0.1811,0.7337,True,True
R40_5-8,rate_hf_per_peak,5,T4-V282,0.1046,0.0428,8,1,5,3,0.0618,0.0162,0.1251,0.0787,0.7857,True,False
R40_5-8,rate_hf_per_peak,5,T4-V282old,0.1046,0.0348,8,1,7,3,0.0698,0.0257,0.1346,0.0721,0.9674,True,False
R40_5-8,rate_hf_per_peak,5,T4-V282pool,0.1046,0.0349,8,1,12,6,0.0697,0.0249,0.1338,0.0729,0.957,True,True
R40_5-8,rate_hf_per_peak,5,V282old-V282,0.0348,0.0428,7,3,5,3,-0.0079,-0.0385,0.0133,0.0402,0.1974,False,False
R40_5-8,rate_mode_per_peak,5,T64-V282,0.1279,0.0149,7,2,5,3,0.113,0.0207,0.1965,0.1417,0.798,True,False
R40_5-8,rate_mode_per_peak,5,T64-V282old,0.1279,0.0102,7,2,7,3,0.1178,0.0255,0.2005,0.1409,0.8355,True,False
R40_5-8,rate_mode_per_peak,5,T64-V282pool,0.1279,0.0116,7,2,12,6,0.1164,0.0255,0.2018,0.1408,0.8265,True,True
R40_5-8,rate_mode_per_peak,5,T64B-V282,0.0956,0.0149,6,1,5,3,0.0807,0.0151,0.1677,0.1084,0.7444,True,False
R40_5-8,rate_mode_per_peak,5,T64B-V282old,0.0956,0.0102,6,1,7,3,0.0854,0.0246,0.1715,0.1078,0.7926,True,False
R40_5-8,rate_mode_per_peak,5,T64B-V282pool,0.0956,0.0116,6,1,12,6,0.084,0.0243,0.1677,0.1059,0.7936,True,True
R40_5-8,rate_mode_per_peak,5,T5-V282,0.1332,0.0149,4,1,5,3,0.1183,0.0783,0.3163,0.1648,0.718,True,False
R40_5-8,rate_mode_per_peak,5,T5-V282old,0.1332,0.0102,4,1,7,3,0.123,0.0859,0.321,0.1651,0.7452,True,False
R40_5-8,rate_mode_per_peak,5,T5-V282pool,0.1332,0.0116,4,1,12,6,0.1216,0.0891,0.3208,0.165,0.737,True,True
R40_5-8,rate_mode_per_peak,5,T4-V282,0.0861,0.0149,8,1,5,3,0.0712,0.0309,0.1186,0.0689,1.0348,True,False
R40_5-8,rate_mode_per_peak,5,T4-V282old,0.0861,0.0102,8,1,7,3,0.076,0.0341,0.1217,0.0691,1.0999,True,False
R40_5-8,rate_mode_per_peak,5,T4-V282pool,0.0861,0.0116,8,1,12,6,0.0746,0.0351,0.117,0.0667,1.1179,True,True
R40_5-8,rate_mode_per_peak,5,V282old-V282,0.0102,0.0149,7,3,5,3,-0.0047,-0.024,0.0236,0.0292,0.1613,False,False
R40_8-15,mode_ratio_1.8-3Hz,4,T64B-V282old,0.1806,0.0137,9,1,6,3,0.1669,0.0812,0.6129,0.3391,0.4921,True,False
R40_8-15,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.1806,0.0168,9,1,8,5,0.1638,0.0734,0.605,0.3396,0.4824,True,False
R40_8-15,mode_ratio_1.8-3Hz,4,T4-V282old,0.2826,0.0137,10,1,6,3,0.2689,0.1584,0.394,0.1502,1.7905,True,False
R40_8-15,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2826,0.0168,10,1,8,5,0.2658,0.1539,0.3884,0.1511,1.7595,True,False
R40_8-15,hf_ratio_2-10Hz,4,T64B-V282old,0.25,0.0681,9,1,6,3,0.182,0.0779,0.6569,0.3784,0.481,True,False
R40_8-15,hf_ratio_2-10Hz,4,T64B-V282pool,0.25,0.079,9,1,8,5,0.1711,0.0829,0.6528,0.3798,0.4505,True,False
R40_8-15,hf_ratio_2-10Hz,4,T4-V282old,0.3387,0.0681,10,1,6,3,0.2707,0.1218,0.3503,0.1706,1.5862,True,False
R40_8-15,hf_ratio_2-10Hz,4,T4-V282pool,0.3387,0.079,10,1,8,5,0.2598,0.111,0.3378,0.1692,1.5349,True,False
R40_8-15,mode_rms_1.8-3Hz,4,T64B-V282old,7.1627,0.5279,9,1,6,3,6.6348,1.8689,13.8824,8.9936,0.7377,True,False
R40_8-15,mode_rms_1.8-3Hz,4,T64B-V282pool,7.1627,0.7542,9,1,8,5,6.4085,1.8651,13.8824,9.0005,0.712,True,False
R40_8-15,mode_rms_1.8-3Hz,4,T4-V282old,10.1153,0.5279,10,1,6,3,9.5874,7.2838,11.0443,3.0104,3.1847,True,False
R40_8-15,mode_rms_1.8-3Hz,4,T4-V282pool,10.1153,0.7542,10,1,8,5,9.3611,7.1545,11.0371,3.041,3.0783,True,False
R40_8-15,hf_rms_2-10Hz,4,T64B-V282old,7.0407,2.9309,9,1,6,3,4.1097,2.6858,15.3893,14.1527,0.2904,True,False
R40_8-15,hf_rms_2-10Hz,4,T64B-V282pool,7.0407,3.0804,9,1,8,5,3.9602,2.4519,15.39,14.1063,0.2807,True,False
R40_8-15,hf_rms_2-10Hz,4,T4-V282old,11.6992,2.9309,10,1,6,3,8.7682,3.5742,12.932,6.8557,1.279,True,False
R40_8-15,hf_rms_2-10Hz,4,T4-V282pool,11.6992,3.0804,10,1,8,5,8.6188,3.3745,12.7573,6.8544,1.2574,True,False
R40_8-15,travel_conc,4,T64B-V282old,0.1974,0.1558,9,1,6,3,0.0416,-0.0829,0.1089,0.1402,0.2968,False,False
R40_8-15,travel_conc,4,T64B-V282pool,0.1974,0.1558,9,1,8,5,0.0416,-0.0407,0.109,0.1103,0.3775,False,False
R40_8-15,travel_conc,4,T4-V282old,0.2532,0.1558,10,1,6,3,0.0974,-0.0713,0.1996,0.1781,0.5466,False,False
R40_8-15,travel_conc,4,T4-V282pool,0.2532,0.1558,10,1,8,5,0.0974,-0.024,0.2229,0.1593,0.611,False,False
R40_8-15,dwelljump_per100deg,4,T64B-V282old,0.2427,0.0,9,1,6,3,0.2427,0.0,0.926,0.7392,0.3283,False,False
R40_8-15,dwelljump_per100deg,4,T64B-V282pool,0.2427,0.0,9,1,8,5,0.2427,0.0,0.926,0.7392,0.3283,False,False
R40_8-15,dwelljump_per100deg,4,T4-V282old,0.0,0.0,10,1,6,3,0.0,0.0,0.0,0.0,nan,False,False
R40_8-15,dwelljump_per100deg,4,T4-V282pool,0.0,0.0,10,1,8,5,0.0,0.0,0.0,0.0,nan,False,False
R40_8-15,rate_lag_excess,5,T64B-V282pool,-0.0572,0.07,4,1,3,3,-0.1272,-0.3422,0.0078,0.3033,0.4194,False,False
R40_8-15,rate_lag_excess,5,T4-V282pool,0.0054,0.07,6,1,3,3,-0.0646,-0.2996,0.1404,0.3084,0.2094,False,False
R40_8-15,rate_lag,5,T64B-V282pool,0.245,0.27,4,1,3,3,-0.025,-0.24,0.11,0.2878,0.0869,False,False
R40_8-15,rate_lag,5,T4-V282pool,0.285,0.27,6,1,3,3,0.015,-0.215,0.23,0.3144,0.0477,False,False
R40_8-15,rate_gain,5,T64B-V282pool,0.8648,0.9408,4,1,3,3,-0.076,-0.392,0.5476,0.6218,0.1223,False,False
R40_8-15,rate_gain,5,T4-V282pool,1.1228,0.9408,6,1,3,3,0.1819,-0.1887,0.5012,0.5377,0.3384,False,False
R40_8-15,rate_peak_ratio,5,T64B-V282pool,1.2416,0.943,4,1,3,3,0.2986,-0.2328,0.7195,0.6825,0.4375,False,False
R40_8-15,rate_peak_ratio,5,T4-V282pool,1.3065,0.943,6,1,3,3,0.3635,-0.1758,0.689,0.5516,0.659,False,False
R40_8-15,rate_overrun,5,T64B-V282pool,0.3131,0.0234,4,1,3,3,0.2896,0.1873,1.352,0.8225,0.3521,True,False
R40_8-15,rate_overrun,5,T4-V282pool,0.1392,0.0234,6,1,3,3,0.1158,-0.0209,0.319,0.252,0.4594,False,False
R40_8-15,rate_rough,5,T64B-V282pool,0.267,0.0469,4,1,3,3,0.2201,0.1392,0.2723,0.0962,2.287,True,False
R40_8-15,rate_rough,5,T4-V282pool,0.2785,0.0469,6,1,3,3,0.2316,0.106,0.2642,0.1208,1.9172,True,False
R40_8-15,rate_conc,5,T64B-V282pool,0.2508,0.1761,4,1,3,3,0.0748,0.0091,0.1588,0.102,0.7332,True,False
R40_8-15,rate_conc,5,T4-V282pool,0.2477,0.1761,6,1,3,3,0.0716,0.0065,0.169,0.1277,0.5606,True,False
R40_8-15,rate_hf_per_peak,5,T64B-V282pool,0.2161,0.0518,4,1,3,3,0.1642,0.1077,0.2368,0.0901,1.8223,True,False
R40_8-15,rate_hf_per_peak,5,T4-V282pool,0.1691,0.0518,6,1,3,3,0.1173,0.0361,0.1947,0.1192,0.9835,True,False
R40_8-15,rate_mode_per_peak,5,T64B-V282pool,0.1506,0.0201,4,1,3,3,0.1305,0.0905,0.1822,0.0821,1.5899,True,False
R40_8-15,rate_mode_per_peak,5,T4-V282pool,0.1462,0.0201,6,1,3,3,0.1261,0.078,0.2089,0.0819,1.5397,True,False
