iso_time,mono_s,elapsed_s,ok,max,avg,coltq,angle,raw_hex
2026-07-10T12:31:15.462,33821.3889,6.9157,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.512,33821.4388,6.9655,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.563,33821.4891,7.0159,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.612,33821.5387,7.0655,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.662,33821.5885,7.1153,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.712,33821.6388,7.1656,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.773,33821.6995,7.2263,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.943,33821.8691,7.3959,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:15.993,33821.9196,7.4464,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.044,33821.9701,7.4968,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.092,33822.0185,7.5452,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.143,33822.0699,7.5967,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.192,33822.1183,7.6451,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.244,33822.1700,7.6967,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.292,33822.2184,7.7452,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.344,33822.2703,7.7971,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.393,33822.3192,7.8460,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.443,33822.3695,7.8963,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.492,33822.4183,7.9451,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.544,33822.4701,7.9969,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.593,33822.5193,8.0461,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.644,33822.5705,8.0972,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.692,33822.6183,8.1450,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.744,33822.6704,8.1972,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.802,33822.7287,8.2555,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:16.972,33822.8985,8.4253,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.022,33822.9488,8.4756,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.072,33822.9989,8.5256,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.123,33823.0491,8.5759,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.173,33823.0994,8.6261,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.222,33823.1488,8.6755,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.273,33823.1993,8.7261,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.323,33823.2494,8.7761,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.372,33823.2986,8.8253,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.422,33823.3484,8.8752,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.473,33823.3995,8.9262,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.523,33823.4491,8.9758,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.573,33823.4990,9.0258,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.623,33823.5493,9.0761,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.812,33823.7385,9.2653,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:17.982,33823.9089,9.4357,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.032,33823.9589,9.4857,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.083,33824.0094,9.5361,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.133,33824.0593,9.5861,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.183,33824.1092,9.6360,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.232,33824.1585,9.6853,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.282,33824.2085,9.7353,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.333,33824.2595,9.7863,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.382,33824.3089,9.8356,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.432,33824.3584,9.8852,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.482,33824.4087,9.9355,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.533,33824.4594,9.9862,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.583,33824.5090,10.0358,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.633,33824.5591,10.0859,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.682,33824.6086,10.1353,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.733,33824.6595,10.1862,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.783,33824.7095,10.2362,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:18.842,33824.7684,10.2952,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.013,33824.9391,10.4659,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.063,33824.9891,10.5158,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.113,33825.0391,10.5659,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.163,33825.0892,10.6160,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.213,33825.1394,10.6662,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.262,33825.1887,10.7155,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.312,33825.2384,10.7652,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.362,33825.2887,10.8154,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.412,33825.3389,10.8657,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.462,33825.3886,10.9154,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.513,33825.4390,10.9658,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.563,33825.4891,11.0159,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.613,33825.5392,11.0660,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.663,33825.5890,11.1158,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.712,33825.6387,11.1654,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.762,33825.6887,11.2155,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.812,33825.7387,11.2655,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:19.873,33825.7992,11.3260,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.042,33825.9684,11.4952,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.093,33826.0190,11.5458,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.142,33826.0689,11.5957,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.193,33826.1191,11.6459,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.242,33826.1685,11.6953,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.292,33826.2186,11.7453,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.343,33826.2692,11.7959,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.393,33826.3193,11.8461,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.442,33826.3685,11.8953,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.492,33826.4187,11.9455,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.542,33826.4687,11.9955,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.593,33826.5190,12.0458,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.643,33826.5691,12.0958,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.693,33826.6190,12.1458,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.743,33826.6695,12.1963,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.793,33826.7193,12.2461,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.842,33826.7689,12.2957,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:20.902,33826.8287,12.3555,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.076,33827.0026,12.5294,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.130,33827.0562,12.5830,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.185,33827.1112,12.6379,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.238,33827.1642,12.6910,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.293,33827.2196,12.7463,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.346,33827.2724,12.7992,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.402,33827.3282,12.8550,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.454,33827.3807,12.9074,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.510,33827.4368,12.9636,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.563,33827.4890,13.0158,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.619,33827.5452,13.0720,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.671,33827.5974,13.1242,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.726,33827.6524,13.1791,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.779,33827.7059,13.2327,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.834,33827.7606,13.2874,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.888,33827.8147,13.3414,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:21.953,33827.8791,13.4059,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.137,33828.0639,13.5906,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.191,33828.1171,13.6439,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.245,33828.1717,13.6984,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.299,33828.2259,13.7527,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.354,33828.2800,13.8068,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.408,33828.3348,13.8616,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.462,33828.3882,13.9150,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.516,33828.4425,13.9693,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.570,33828.4968,14.0235,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.624,33828.5509,14.0776,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.679,33828.6055,14.1323,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.732,33828.6589,14.1856,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.787,33828.7133,14.2400,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.841,33828.7677,14.2945,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.895,33828.8214,14.3481,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:22.949,33828.8756,14.4024,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.014,33828.9404,14.4672,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.199,33829.1255,14.6523,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.253,33829.1789,14.7057,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.307,33829.2337,14.7604,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.361,33829.2876,14.8144,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.416,33829.3424,14.8692,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.469,33829.3955,14.9223,1,0,5828,104,0,0000c416680000000000
2026-07-10T12:31:23.524,33829.4504,14.9771,1,0,5828,104,0,0000c416680000000000
