iso_time,mono_s,elapsed_s,ok,max,avg,coltq,angle,raw_hex
2026-07-10T11:07:18.592,33352.9809,0.0174,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:18.769,33353.1581,0.1945,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:18.822,33353.2108,0.2473,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:18.874,33353.2636,0.3000,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:18.926,33353.3150,0.3514,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:18.978,33353.3673,0.4037,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.030,33353.4193,0.4557,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.082,33353.4714,0.5078,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.134,33353.5233,0.5598,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.186,33353.5753,0.6118,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.238,33353.6274,0.6638,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.291,33353.6798,0.7162,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.341,33353.7306,0.7670,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.394,33353.7831,0.8195,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.446,33353.8356,0.8720,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.499,33353.8880,0.9244,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.550,33353.9394,0.9759,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.612,33354.0009,1.0373,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.789,33354.1785,1.2149,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.841,33354.2302,1.2666,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.893,33354.2826,1.3190,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.945,33354.3340,1.3704,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:19.998,33354.3867,1.4231,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.049,33354.4379,1.4744,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.101,33354.4904,1.5268,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.154,33354.5435,1.5799,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.207,33354.5957,1.6322,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.257,33354.6462,1.6826,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.309,33354.6983,1.7347,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.361,33354.7505,1.7869,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.414,33354.8034,1.8398,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.465,33354.8544,1.8908,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.518,33354.9069,1.9433,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.570,33354.9587,1.9951,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.632,33355.0209,2.0573,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.809,33355.1981,2.2345,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.861,33355.2503,2.2867,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.913,33355.3022,2.3387,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:20.965,33355.3543,2.3907,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.017,33355.4065,2.4429,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.069,33355.4584,2.4948,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.122,33355.5110,2.5474,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.173,33355.5625,2.5989,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.225,33355.6143,2.6507,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.278,33355.6669,2.7033,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.329,33355.7185,2.7549,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.381,33355.7703,2.8067,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.434,33355.8228,2.8592,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.486,33355.8751,2.9115,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.538,33355.9268,2.9632,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.590,33355.9793,3.0157,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.652,33356.0410,3.0774,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.830,33356.2187,3.2551,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.881,33356.2702,3.3066,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.933,33356.3226,3.3591,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:21.985,33356.3745,3.4109,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.038,33356.4269,3.4633,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.090,33356.4793,3.5157,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.142,33356.5311,3.5675,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.193,33356.5825,3.6189,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.246,33356.6350,3.6714,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.297,33356.6866,3.7231,1,0,5828,104,0,0000c416680000000000
2026-07-10T11:07:22.350,33356.7391,3.7755,1,0,5828,104,0,0000c416680000000000
